   7.1428571e-07   1.0415582e-07  -4.2755783e-08
   7.1173742e-07   1.0831421e-07  -2.6552792e-08
   7.0920725e-07   1.0766554e-07  -9.1570453e-10
   7.0669501e-07   1.0331853e-07   2.3232005e-08
   7.0420049e-07   9.7923878e-08   3.6005294e-08
   7.0172353e-07   9.4447102e-08   3.2884107e-08
   6.9926393e-07   9.4885235e-08   1.6285610e-08
   6.9682152e-07   9.9571769e-08  -6.1327163e-09
   6.9439610e-07   1.0726867e-07  -2.5087143e-08
   6.9198751e-07   1.1582804e-07  -3.3373295e-08
   6.8959558e-07   1.2308325e-07  -2.8411471e-08
   6.8722012e-07   1.2767414e-07  -1.2992378e-08
   6.8486097e-07   1.2954832e-07   6.0152452e-09
   6.8251796e-07   1.2993025e-07   2.0643221e-08
   6.8019093e-07   1.3073514e-07   2.5273111e-08
   6.7787971e-07   1.3369598e-07   1.8887766e-08
   6.7558415e-07   1.3963866e-07   5.0796855e-09
   6.7330408e-07   1.4821826e-07  -9.9219693e-09
   6.7103935e-07   1.5814716e-07  -2.0025296e-08
   6.6878981e-07   1.6773699e-07  -2.1629592e-08
   6.6655530e-07   1.7552271e-07  -1.4796438e-08
   6.6433566e-07   1.8076095e-07  -2.9575915e-09
   6.6213077e-07   1.8363699e-07   8.6825013e-09
   6.5994046e-07   1.8509853e-07   1.5411438e-08
   6.5776459e-07   1.8638477e-07   1.4946505e-08
   6.5560302e-07   1.8847094e-07   8.1701942e-09
   6.5345562e-07   1.9168308e-07  -1.5669065e-09
   6.5132223e-07   1.9562615e-07  -1.0078506e-08
   6.4920273e-07   1.9940474e-07  -1.4086473e-08
   6.4709698e-07   2.0200713e-07  -1.2392045e-08
   6.4500485e-07   2.0269707e-07  -6.1385843e-09
   6.4292620e-07   2.0127946e-07   1.8277976e-09
   6.4086091e-07   1.9815341e-07   8.2062181e-09
   6.3880884e-07   1.9413956e-07   1.0590570e-08
   6.3676987e-07   1.9015709e-07   8.3678415e-09
   6.3474388e-07   1.8689068e-07   2.8167855e-09
   6.3273073e-07   1.8458363e-07  -3.5651186e-09
   6.3073032e-07   1.8302473e-07  -8.1485559e-09
   6.2874251e-07   1.8170888e-07  -9.2013204e-09
   6.2676720e-07   1.8009155e-07  -6.4861330e-09
   6.2480426e-07   1.7783825e-07  -1.2552577e-09
   6.2285357e-07   1.7498262e-07   4.3167858e-09
   6.2091503e-07   1.7194110e-07   8.0330345e-09
   6.1898852e-07   1.6938396e-07   8.5512578e-09
   6.1707393e-07   1.6801953e-07   5.8830579e-09
   6.1517114e-07   1.6838457e-07   1.3191473e-09
   6.1328005e-07   1.7072643e-07  -3.1585845e-09
   6.1140055e-07   1.7501402e-07  -5.7026603e-09
   6.0953254e-07   1.8105601e-07  -5.3193809e-09
   6.0767591e-07   1.8866313e-07  -2.2178440e-09
   6.0583055e-07   1.9778229e-07   2.3167662e-09
   6.0399637e-07   2.0854596e-07   6.4600862e-09
   6.0217326e-07   2.2121474e-07   8.5865788e-09
   6.0036112e-07   2.3603418e-07   7.9188757e-09
   5.9855986e-07   2.5306375e-07   4.8229575e-09
   5.9676937e-07   2.7205089e-07   6.2640595e-10
   5.9498956e-07   2.9240566e-07  -2.9561486e-09
   5.9322034e-07   3.1328981e-07  -4.5383407e-09
   5.9146161e-07   3.3379093e-07  -3.6175252e-09
   5.8971327e-07   3.5312371e-07  -7.4890501e-10
   5.8797524e-07   3.7079194e-07   2.7235639e-09
   5.8624743e-07   3.8665777e-07   5.2623060e-09
   5.8452974e-07   4.0089355e-07   5.8011489e-09
   5.8282209e-07   4.1383557e-07   4.1860431e-09
   5.8112438e-07   4.2579928e-07   1.1967191e-09
   5.7943654e-07   4.3693262e-07  -1.8437764e-09
   5.7775847e-07   4.4716334e-07  -3.6697778e-09
   5.7609010e-07   4.5625124e-07  -3.6020838e-09
   5.7443133e-07   4.6391115e-07  -1.7859293e-09
   5.7278208e-07   4.6994804e-07   9.3316285e-10
   5.7114228e-07   4.7434753e-07   3.4120631e-09
   5.6951185e-07   4.7728680e-07   4.7041163e-09
   5.6789069e-07   4.7906533e-07   4.4340429e-09
   5.6627874e-07   4.7998804e-07   2.9057108e-09
   5.6467591e-07   4.8025294e-07   9.1868801e-10
   5.6308213e-07   4.7989097e-07  -6.0273707e-10
   5.6149733e-07   4.7878034e-07  -9.9476716e-10
   5.5992141e-07   4.7672509e-07  -9.5599552e-11
   5.5835432e-07   4.7356378e-07   1.7357969e-09
   5.5679598e-07   4.6926563e-07   3.8061516e-09
   5.5524631e-07   4.6397958e-07   5.3874894e-09
   5.5370525e-07   4.5801996e-07   6.0053783e-09
   5.5217271e-07   4.5179603e-07   5.6060314e-09
   5.5064863e-07   4.4571233e-07   4.5465582e-09
   5.4913295e-07   4.4007696e-07   3.4253173e-09
   5.4762558e-07   4.3504876e-07   2.8306832e-09
   5.4612647e-07   4.3063766e-07   3.1114701e-09
   5.4463554e-07   4.2675105e-07   4.2542649e-09
   5.4315274e-07   4.2326314e-07   5.9054474e-09
   5.4167798e-07   4.2007887e-07   7.5207334e-09
   5.4021121e-07   4.1716814e-07   8.5812494e-09
   5.3875236e-07   4.1455904e-07   8.7935864e-09
   5.3730137e-07   4.1229444e-07   8.1975890e-09
   5.3585818e-07   4.1037212e-07   7.1398529e-09
   5.3442272e-07   4.0869623e-07   6.1237318e-09
   5.3299492e-07   4.0706489e-07   5.5979471e-09
   5.3157474e-07   4.0520460e-07   5.7722109e-09
   5.3016210e-07   4.0284273e-07   6.5364092e-09
   5.2875696e-07   3.9979255e-07   7.5152417e-09
   5.2735924e-07   3.9601938e-07   8.2331054e-09
   5.2596889e-07   3.9166122e-07   8.3183807e-09
   5.2458585e-07   3.8699375e-07   7.6601080e-09
   5.2321007e-07   3.8235076e-07   6.4502691e-09
   5.2184149e-07   3.7802949e-07   5.0945826e-09
   5.2048004e-07   3.7421701e-07   4.0330702e-09
   5.1912568e-07   3.7096533e-07   3.5513346e-09
   5.1777835e-07   3.6822129e-07   3.6652589e-09
   5.1643800e-07   3.6589455e-07   4.1261695e-09
   5.1510457e-07   3.6393185e-07   4.5392150e-09
   5.1377801e-07   3.6236483e-07   4.5398198e-09
   5.1245826e-07   3.6131132e-07   3.9505985e-09
   5.1114527e-07   3.6093033e-07   2.8517221e-09
   5.0983900e-07   3.6135151e-07   1.5367974e-09
   5.0853938e-07   3.6261104e-07   3.7759722e-10
   5.0724638e-07   3.6462299e-07  -3.3884152e-10
   5.0595993e-07   3.6719877e-07  -5.2756693e-10
   5.0467999e-07   3.7010612e-07  -3.2897881e-10
   5.0340651e-07   3.7314294e-07  -3.4348875e-11
   5.0213944e-07   3.7619657e-07   4.7597071e-11
   5.0087873e-07   3.7926738e-07  -2.7765399e-10
   4.9962434e-07   3.8245076e-07  -1.0157288e-09
   4.9837622e-07   3.8588808e-07  -1.9929575e-09
   4.9713431e-07   3.8970855e-07  -2.9400683e-09
