   7.1428571e-07   4.8867179e-07   9.3191368e-08
   7.1173742e-07   5.0013826e-07   1.8109855e-07
   7.0920725e-07   5.1208533e-07   2.4953922e-07
   7.0669501e-07   5.1949654e-07   2.7209600e-07
   7.0420049e-07   5.1972086e-07   2.4470886e-07
   7.0172353e-07   5.1193587e-07   1.8327919e-07
   6.9926393e-07   4.9647034e-07   1.1512415e-07
   6.9682152e-07   4.7433371e-07   6.8129113e-08
   6.9439610e-07   4.4705419e-07   6.0644016e-08
   6.9198751e-07   4.1675540e-07   9.4738797e-08
   6.8959558e-07   3.8627946e-07   1.5518032e-07
   6.8722012e-07   3.5909721e-07   2.1542967e-07
   6.8486097e-07   3.3880074e-07   2.4926004e-07
   6.8251796e-07   3.2820747e-07   2.4300375e-07
   6.8019093e-07   3.2842433e-07   2.0179821e-07
   6.7787971e-07   3.3836585e-07   1.4610430e-07
   6.7558415e-07   3.5500982e-07   1.0083312e-07
   6.7330408e-07   3.7426168e-07   8.3691264e-08
   6.7103935e-07   3.9202299e-07   9.8638290e-08
   6.6878981e-07   4.0508164e-07   1.3630550e-07
   6.6655530e-07   4.1163788e-07   1.7955810e-07
   6.6433566e-07   4.1146013e-07   2.1095928e-07
   6.6213077e-07   4.0574362e-07   2.1925687e-07
   6.5994046e-07   3.9674976e-07   2.0302540e-07
   6.5776459e-07   3.8728886e-07   1.7061722e-07
   6.5560302e-07   3.8011268e-07   1.3655094e-07
   6.5345562e-07   3.7731679e-07   1.1551689e-07
   6.5132223e-07   3.7989244e-07   1.1619742e-07
   6.4920273e-07   3.8756983e-07   1.3755349e-07
   6.4709698e-07   3.9902037e-07   1.6946437e-07
   6.4500485e-07   4.1234289e-07   1.9757134e-07
   6.4292620e-07   4.2563080e-07   2.0991592e-07
   6.4086091e-07   4.3739460e-07   2.0202766e-07
   6.3880884e-07   4.4671718e-07   1.7817680e-07
   6.3676987e-07   4.5317094e-07   1.4870740e-07
   6.3474388e-07   4.5662760e-07   1.2519350e-07
   6.3273073e-07   4.5710121e-07   1.1573528e-07
   6.3073032e-07   4.5470747e-07   1.2217094e-07
   6.2874251e-07   4.4974472e-07   1.3994816e-07
   6.2676720e-07   4.4283814e-07   1.6039599e-07
   6.2480426e-07   4.3505337e-07   1.7440002e-07
   6.2285357e-07   4.2788526e-07   1.7608649e-07
   6.2091503e-07   4.2306432e-07   1.6512660e-07
   6.1898852e-07   4.2219430e-07   1.4674433e-07
   6.1707393e-07   4.2631845e-07   1.2939522e-07
   6.1517114e-07   4.3557069e-07   1.2108842e-07
   6.1328005e-07   4.4906223e-07   1.2596858e-07
   6.1140055e-07   4.6507504e-07   1.4266625e-07
   6.0953254e-07   4.8151426e-07   1.6507686e-07
   6.0767591e-07   4.9647390e-07   1.8509743e-07
   6.0583055e-07   5.0873659e-07   1.9603664e-07
   6.0399637e-07   5.1806486e-07   1.9525851e-07
   6.0217326e-07   5.2521677e-07   1.8507100e-07
   6.0036112e-07   5.3169761e-07   1.7162214e-07
   5.9855986e-07   5.3932106e-07   1.6230459e-07
   5.9676937e-07   5.4969298e-07   1.6268682e-07
   5.9498956e-07   5.6375095e-07   1.7417395e-07
   5.9322034e-07   5.8148855e-07   1.9338060e-07
   5.9146161e-07   6.0195326e-07   2.1356040e-07
   5.8971327e-07   6.2352527e-07   2.2753570e-07
   5.8797524e-07   6.4438044e-07   2.3079979e-07
   5.8624743e-07   6.6296335e-07   2.2330905e-07
   5.8452974e-07   6.7829790e-07   2.0914663e-07
   5.8282209e-07   6.9004904e-07   1.9437029e-07
   5.8112438e-07   6.9837003e-07   1.8424688e-07
   5.7943654e-07   7.0365193e-07   1.8121229e-07
   5.7775847e-07   7.0630015e-07   1.8433083e-07
   5.7609010e-07   7.0661279e-07   1.9022036e-07
   5.7443133e-07   7.0476891e-07   1.9481382e-07
   5.7278208e-07   7.0088842e-07   1.9513489e-07
   5.7114228e-07   6.9510759e-07   1.9041892e-07
   5.6951185e-07   6.8762414e-07   1.8225336e-07
